"OTU","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild"
"ITSall_OTUa_4436","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae",NA,NA,12,1,"Cladobotryum_apiculatum","MH857566","SH1540136.08FU","refs",1,1,NA,NA
"ITSall_OTUi_2958","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,4,1,"Sordariales_sp","GU054217","SH1244134.08FU","reps_singleton",0.875739644970414,0.994082840236686,NA,NA
"ITSall_OTUa_2979","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales",NA,NA,NA,2,1,"Ascomycota_sp","KP202994","SH1578171.08FU","reps",0.845161290322581,0.883870967741936,NA,NA
"ITSall_OTUd_1918","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Teratosphaeria",NA,16,1,"Teratosphaeria_complicata","GQ852791","SH1570260.08FU","refs",1,1,NA,NA
"ITSall_OTUa_2738","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,11,0.785714285714286,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.835,0.915,NA,NA
"ITSall_OTUb_7256","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Microsporomycetaceae",NA,NA,3,1,"Microsporomycetaceae_sp","MK491225","SH2595900.08FU","reps_singleton",0.939698492462312,1,NA,NA
"ITSall_OTUa_1601","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Shiraia",NA,1,1,"Shiraia_sp","UDB039973","SH2720198.08FU","reps",0.954545454545455,1,NA,NA
"ITSall_OTUa_2797","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,9,1,"Lophiostomataceae_sp","KT581887","SH1559720.08FU","reps",0.896103896103896,1,NA,NA
"ITSall_OTUj_4948","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae",NA,NA,6,0.545454545454545,"Pezoloma_ericae","MT528006","SH1523782.08FU","reps",0.917241379310345,0.979310344827586,NA,NA
"ITSall_OTUa_2603","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_kunmingensis",1,1,"Hannaella_kunmingensis","AF444394","SH1522798.08FU","reps",0.991596638655462,1,NA,NA
"ITSall_OTUd_8162","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Teratosphaeria",NA,1,1,"Teratosphaeria_mexicana","MN162062","SH1645408.08FU","reps",0.952380952380952,1,NA,NA
"ITSall_OTUa_4815","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Neoconiothyrium","Neoconiothyrium_hakeae",1,1,"Neoconiothyrium_hakeae","KY173398","SH1552176.08FU","refs",1,1,NA,NA
"ITSall_OTUa_397","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,1,1,"Eurotiales_sp","UDB0756294","SH1564665.08FU","reps",0.958083832335329,0.982035928143713,NA,NA
"ITSall_OTUa_1770","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA,13,0.928571428571429,"Hormonema_sp","FR668023","SH1515085.08FU","reps",0.7125,0.7125,NA,NA
"ITSall_OTUj_15382","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,14,1,"Capnodiales_sp","GQ851768","SH1521443.08FU","reps",0.891156462585034,1,NA,NA
"ITSall_OTUd_8529","Fungi","Ascomycota","Dothideomycetes","Myriangiales",NA,NA,NA,1,1,"Fungi_sp","AY843194","SH1168369.08FU","reps_singleton",0.821989528795812,0.884816753926702,NA,NA
"ITSall_OTUa_3251","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,14,1,"Dothideomycetes_sp","JQ700098","SH1579759.08FU","reps",0.993975903614458,1,NA,NA
"ITSall_OTUj_8122","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.841836734693878,0.933673469387755,NA,NA
"ITSall_OTUb_2874","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,17,1,"Capnodiales_sp","GQ851768","SH1521443.08FU","reps",0.904761904761905,1,NA,NA
"ITSall_OTUd_1930","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Phaeothecoidea_sp","DQ520628","SH1645420.08FU","reps",0.903448275862069,0.972413793103448,NA,NA
"ITSall_OTUa_3476","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces",NA,9,1,"Schwanniomyces_polymorphus","AB054103","SH1875162.08FU","refs",0.994845360824742,1,NA,NA
"ITSall_OTUd_6091","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Agaricostilbales_sp","HM487021","SH1142574.08FU","reps_singleton",0.661691542288557,0.776119402985075,NA,NA
"ITSall_OTUd_118","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Fellomyces",NA,1,1,"Fellomyces_horovitziae","AF444404","SH1648215.08FU","refs",0.97752808988764,1,NA,NA
"ITSall_OTUa_2987","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Phialemoniopsis",NA,6,0.857142857142857,"Phialemoniopsis_cornearis","HE599284","SH1541594.08FU","refs",1,1,NA,NA
"ITSall_OTUa_380","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,7,1,"Cladophialophora_immunda","EU137318","SH1529601.08FU","refs",0.763975155279503,0.850931677018634,NA,NA
"ITSall_OTUa_4092","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA,13,1,"Mucor_circinelloides","JF439685","SH1507034.08FU","refs",0.960893854748603,0.994413407821229,NA,NA
"ITSall_OTUb_7931","Fungi","Ascomycota",NA,NA,NA,NA,NA,43,0.895833333333333,"Cladosporiaceae_sp","JX136500","SH1574053.08FU","reps",0.729166666666667,0.909722222222222,NA,NA
"ITSall_OTUm_3008","Fungi","Ascomycota","Orbiliomycetes",NA,NA,NA,NA,1,1,"Orbiliomycetes_sp","UDB0508678","SH1656463.08FU","reps",0.9064039408867,0.96551724137931,NA,NA
"ITSall_OTUa_3335","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae",NA,NA,10,0.526315789473684,"Bartalinia_rosicola","MG828872","SH2252378.08FU","refs_singleton",0.993377483443709,1,NA,NA
"ITSall_OTUa_3066","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,3,1,"Chaetomiaceae_sp","MH660411","SH1615614.08FU","reps",1,1,NA,NA
"ITSall_OTUa_346","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,2,0.666666666666667,"Basidiomycota_sp","UDB0766475","SH2709041.08FU","reps",0.970059880239521,0.976047904191617,NA,NA
"ITSall_OTUa_9217","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis",NA,NA,NA,1,1,"Fungi_sp","KX147786","SH1181279.08FU","reps_singleton",0.972972972972973,1,NA,NA
"ITSall_OTUa_3542","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_albida",4,0.666666666666667,"Naganishia_albida","MK018324","SH1557484.08FU","reps",0.995433789954338,1,NA,NA
"ITSall_OTUa_10056","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,36,0.972972972972973,"Aspergillus_hiratsukae","MK450363","SH1650936.08FU","reps",1,1,NA,NA
"ITSall_OTUj_5078","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,7,1,"Fungi_sp","UDB0491100","SH2703118.08FU","reps",0.871428571428571,0.992857142857143,NA,NA
"ITSall_OTUh_318","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,1,1,"Fungi_sp","KX147978","SH1539555.08FU","reps",0.979591836734694,1,NA,NA
"ITSall_OTUj_182","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,2,1,"Coltriciella_subglobosa","MK268869","SH1572633.08FU","reps",0.853820598006645,0.913621262458472,NA,NA
"ITSall_OTUj_3752","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,40,1,"Leotiomycetes_sp","UDB0444135","SH2614093.08FU","reps_singleton",0.97841726618705,0.985611510791367,NA,NA
"ITSall_OTUa_7028","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Ascomycota_sp","MG727533","SH1562722.08FU","reps",1,1,NA,NA
"ITSall_OTUm_230","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,7,1,"Coltriciella_sp","KM594897","SH1168818.08FU","reps_singleton",0.862676056338028,0.957746478873239,NA,NA
"ITSall_OTUd_3320","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,19,1,"Dothideomycetes_sp","EU113202","SH1521454.08FU","reps",0.986206896551724,1,NA,NA
"ITSall_OTUj_2580","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,6,1,"Oidiodendron_sp","UDB004112","SH1564598.08FU","reps",0.843971631205674,0.985815602836879,NA,NA
"ITSall_OTUj_633","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,9,1,"Eurotiales_sp","UDB0620723","SH2721651.08FU","reps",0.945121951219512,0.99390243902439,NA,NA
"ITSall_OTUj_2062","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,3,1,"Miniancora_allisoniensis","KC834064","SH1724943.08FU","refs_singleton",0.769230769230769,0.881118881118881,NA,NA
"ITSall_OTUj_2377","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,2,0.666666666666667,"Fungi_sp","KC131392","SH1506808.08FU","reps",0.942857142857143,0.992857142857143,NA,NA
"ITSall_OTUj_20997","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,32,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.981366459627329,0.993788819875776,NA,NA
"ITSall_OTUa_1163","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis",NA,NA,3,0.6,"Fungi_sp","LC271380","SH2590688.08FU","reps_singleton",0.965753424657534,1,NA,NA
"ITSall_OTUj_1369","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Acarospora_malouina","MF138059","SH1614780.08FU","reps",0.496815286624204,0.573248407643312,NA,NA
"ITSall_OTUj_18757","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,15,1,"Eurotiales_sp","UDB0620723","SH2721651.08FU","reps",0.939024390243902,0.99390243902439,NA,NA
"ITSall_OTUm_186","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,10,1,"Russula_sp","JF960816","SH1558620.08FU","reps",0.92962962962963,0.988888888888889,NA,NA
"ITSall_OTUj_603","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,15,0.882352941176471,"Chaetothyriales_sp","KT328903","SH1180843.08FU","reps_singleton",0.928571428571429,0.976190476190476,NA,NA
"ITSall_OTUj_4154","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,2,0.666666666666667,"Cortinarius_sp","MH930316","SH2594208.08FU","reps_singleton",0.808080808080808,0.883838383838384,NA,NA
"ITSall_OTUa_9096","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,3,1,"Phaeoacremonium_sp","JN890453","SH1237715.08FU","reps_singleton",0.790419161676647,0.916167664670659,NA,NA
"ITSall_OTUj_3190","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,15,0.882352941176471,"GS22_sp","UDB0665984","SH2721791.08FU","reps",0.876543209876543,0.917695473251029,NA,NA
"ITSall_OTUa_2518","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,7,1,"Cladophialophora_sp","AB986346","SH1529675.08FU","reps",0.808383233532934,0.880239520958084,NA,NA
"ITSall_OTUe_7434","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae",NA,NA,10,0.909090909090909,"Inocybe_sp","UDB0612393","SH2617408.08FU","reps_singleton",0.939393939393939,0.974747474747475,NA,NA
"ITSall_OTUj_1275","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,5,1,"Agaricomycetes_sp","HM141052","SH1151184.08FU","reps_singleton",0.920353982300885,0.995575221238938,NA,NA
"ITSall_OTUj_5226","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,23,0.958333333333333,"Cladophialophora_sp","UDB0561743","SH2725773.08FU","reps",0.86875,0.9875,NA,NA
"ITSall_OTUj_1909","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,6,1,"Oidiodendron_sp","UDB004112","SH1564598.08FU","reps",0.851063829787234,0.985815602836879,NA,NA
"ITSall_OTUm_1965","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.890829694323144,0.925764192139738,NA,NA
"ITSall_OTUj_7460","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,33,0.970588235294118,"Pezoloma_ericae","UDB0557885","SH1523764.08FU","reps",0.874125874125874,0.944055944055944,NA,NA
"ITSall_OTUj_661","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales",NA,NA,NA,2,1,"Sporidiobolales_sp","UDB0176119","SH1559871.08FU","reps",0.933333333333333,1,NA,NA
"ITSall_OTUj_809","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,26,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.94375,0.99375,NA,NA
"ITSall_OTUf_3425","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,5,1,"Sordariales_sp","UDB0156214","SH2721141.08FU","reps",0.824675324675325,0.961038961038961,NA,NA
"ITSall_OTUb_4482","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,11,0.846153846153846,"Talaromyces_ptychoconidium","FJ160266","SH1516186.08FU","refs",0.94578313253012,0.987951807228916,NA,NA
"ITSall_OTUj_1619","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.928934010152284,0.99492385786802,NA,NA
"ITSall_OTUa_10043","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,33,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.924528301886792,0.993710691823899,NA,NA
"ITSall_OTUj_773","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,6,1,"Hyaloriaceae_sp","UDB0291212","SH1529979.08FU","reps",0.743169398907104,0.814207650273224,NA,NA
"ITSall_OTUk_8314","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales",NA,NA,NA,2,1,"Chaetosphaeria_decastyla","HF677176","SH1155036.08FU","reps_singleton",0.899280575539568,0.949640287769784,NA,NA
"ITSall_OTUi_4213","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,7,1,"Cladophialophora_chaetospira","EU035405","SH1529584.08FU","refs",0.835294117647059,0.905882352941176,NA,NA
"ITSall_OTUd_2161","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,1,"Ranulospora_alnii","KY523479","SH1505780.08FU","refs",0.689024390243902,0.871951219512195,NA,NA
"ITSall_OTUj_1440","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,6,1,"Leotiomycetes_sp","UDB052712","SH2721720.08FU","reps",0.904761904761905,0.993197278911565,NA,NA
"ITSall_OTUj_2415","Fungi","Basidiomycota","Tritirachiomycetes",NA,NA,NA,NA,4,0.666666666666667,"Tritirachiales_sp","UDB0482459","SH2614767.08FU","reps_singleton",0.778378378378378,0.92972972972973,NA,NA
"ITSall_OTUj_3581","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,2,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.840236686390533,0.905325443786982,NA,NA
"ITSall_OTUj_2774","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,25,1,"Teratosphaeriaceae_sp","KJ406774","SH2589065.08FU","reps_singleton",0.868055555555556,0.965277777777778,NA,NA
"ITSall_OTUd_8402","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,4,1,"Helotiales_sp","UDB0604684","SH2725343.08FU","reps",0.805755395683453,0.920863309352518,NA,NA
"ITSall_OTUj_5729","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,5,0.833333333333333,"Rickenella_sp","KC759484","SH1555449.08FU","reps",0.868932038834951,0.951456310679612,NA,NA
"ITSall_OTUj_26856","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,15,1,"Eurotiales_sp","UDB0620723","SH2721651.08FU","reps",0.951219512195122,0.99390243902439,NA,NA
"ITSall_OTUj_4081","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA,25,0.961538461538462,"Ascomycota_sp","KX611564","SH1234531.08FU","reps_singleton",0.894736842105263,0.940789473684211,NA,NA
"ITSall_OTUj_3026","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Exophiala_sp","UDB0382465","SH2726049.08FU","reps",0.732057416267943,0.789473684210526,NA,NA
"ITSall_OTUj_7053","Fungi","Rozellomycota",NA,NA,NA,NA,NA,5,1,"Rozellomycota_sp","UDB0506307","SH2742737.08FU","reps",0.951048951048951,0.972027972027972,NA,NA
"ITSall_OTUj_17756","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis",NA,NA,1,1,"Rhamphoria_pyriformis","KT991677","SH1646567.08FU","reps",0.942675159235669,0.974522292993631,NA,NA
"ITSall_OTUj_269","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae",NA,NA,9,0.9,"Inocybe_sp","UDB0612393","SH2617408.08FU","reps_singleton",0.959798994974874,0.974874371859296,NA,NA
"ITSall_OTUm_2756","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,2,1,"GS22_sp","UDB0670155","SH2721672.08FU","reps",0.732075471698113,0.818867924528302,NA,NA
"ITSall_OTUj_3433","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,7,0.7,"Leotiomycetes_sp","UDB0459412","SH2741394.08FU","reps",0.937062937062937,0.993006993006993,NA,NA
"ITSall_OTUf_3638","Fungi","Ascomycota",NA,NA,NA,NA,NA,16,1,"Aspergillus_tardus","FJ531045","SH1649148.08FU","refs",0.706806282722513,0.743455497382199,NA,NA
"ITSall_OTUm_14352","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,33,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.91875,1,NA,NA
"ITSall_OTUj_28378","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,27,1,"Chlorosplenium_sp","MW191762","SH3568872.08FU","reps_singleton",0.771428571428571,0.971428571428571,NA,NA
"ITSall_OTUd_8642","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,6,0.75,"Teratosphaeriaceae_sp","KT833159","SH1521406.08FU","reps",0.767605633802817,0.908450704225352,NA,NA
"ITSall_OTUb_7669","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae",NA,NA,1,1,"Geminibasidium_sp","UDB0564822","SH2736364.08FU","reps",0.888888888888889,0.974358974358974,NA,NA
"ITSall_OTUm_2715","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis",NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.920560747663551,0.962616822429907,NA,NA
"ITSall_OTUj_2868","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis",NA,NA,NA,6,1,"Sporidiobolales_sp","UDB0176119","SH1559871.08FU","reps",0.981042654028436,0.995260663507109,NA,NA
"ITSall_OTUj_22896","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,2,1,"Eurotiomycetes_sp","UDB0680316","SH1507106.08FU","reps",0.950920245398773,0.98159509202454,NA,NA
"ITSall_OTUj_3307","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,1,1,"Eurotiales_sp","UDB0620723","SH2721651.08FU","reps",0.963414634146341,0.99390243902439,NA,NA
"ITSall_OTUj_28366","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,32,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.914110429447853,0.987730061349693,NA,NA
"ITSall_OTUj_679","Fungi","Ascomycota",NA,NA,NA,NA,NA,4,1,"Capnodiales_sp","MF976690","SH1186197.08FU","reps_singleton",0.74,0.86,NA,NA
"ITSall_OTUi_353","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,8,0.888888888888889,"Helotiales_sp","KP889701","SH1143016.08FU","reps_singleton",0.847826086956522,0.942028985507246,NA,NA
"ITSall_OTUj_28678","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,3,1,"Teratosphaeriaceae_sp","KJ406774","SH2589065.08FU","reps_singleton",0.909722222222222,0.930555555555556,NA,NA
"ITSall_OTUb_2897","Fungi","Ascomycota","Sordariomycetes","Sordariomycetidae_ord_Incertae_sedis","Rhamphoriaceae",NA,NA,1,1,"Xylolentia_sp","MK547646","SH3567213.08FU","reps_singleton",0.937823834196891,0.979274611398964,NA,NA
"ITSall_OTUm_7212","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.891304347826087,0.926086956521739,NA,NA
"ITSall_OTUm_14318","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,2,1,"GS22_sp","UDB0329262","SH2722641.08FU","reps",0.684014869888476,0.739776951672863,NA,NA
"ITSall_OTUa_930","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,14,0.875,"Chaetothyriales_sp","UDB066751","SH2722783.08FU","reps",0.994047619047619,1,NA,NA
"ITSall_OTUj_2800","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,21,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.885542168674699,0.969879518072289,NA,NA
"ITSall_OTUa_1280","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,4,0.666666666666667,"Helicosporium_gracile","AY916485","SH1517437.08FU","reps",0.716129032258065,0.780645161290323,NA,NA
"ITSall_OTUd_6010","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,10,1,"Helotiales_sp","KT581871","SH1523249.08FU","reps",0.845070422535211,0.971830985915493,NA,NA
"ITSall_OTUd_4409","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,1,1,"Cystofilobasidiales_sp","UDB0434977","SH1529824.08FU","reps",0.88125,0.96875,NA,NA
"ITSall_OTUm_500","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.894273127753304,0.94273127753304,NA,NA
"ITSall_OTUj_2545","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Elaphomyces_favosus","KT694138","SH1517915.08FU","reps",0.766666666666667,0.838888888888889,NA,NA
"ITSall_OTUb_2758","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Allelochaeta",NA,3,0.6,"Seimatosporium_hakeae","MH858570","SH2252252.08FU","refs",1,1,NA,NA
"ITSall_OTUj_999","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,15,0.882352941176471,"GS22_sp","UDB0120556","SH2726308.08FU","reps",0.916334661354582,0.948207171314741,NA,NA
"ITSall_OTUm_5960","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Neophaeomoniella",NA,2,1,"Neophaeomoniella_niveniae","KF742578","SH1573812.08FU","reps",0.958083832335329,0.976047904191617,NA,NA
"ITSall_OTUj_27607","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA,20,1,"Ascomycota_sp","KX611564","SH1234531.08FU","reps_singleton",0.875,0.940789473684211,NA,NA
"ITSall_OTUa_8509","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Eurotiomycetes_sp","FJ475738","SH1239949.08FU","reps_singleton",0.844155844155844,0.980519480519481,NA,NA
"ITSall_OTUj_5188","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Pezoloma",NA,1,1,"Pezoloma_ericae","MK177134","SH1523789.08FU","reps",0.957446808510638,0.985815602836879,NA,NA
